cohort,image,nucleus_count,mean_area_px,median_area_px,std_area_px,mean_eccentricity,mean_solidity,density_per_megapixel
BRC,Image1.png,517,76.89941972920697,75.0,31.861364640003217,0.6350536937185229,0.9408243956504483,1856.0735249241595
BRC,Image10.png,245,51.56734693877551,50.0,16.046887774487,0.6918824215928323,0.9420801750919231,879.5706259311781
BRC,Image2.png,128,45.703125,42.5,10.92828853180474,0.6997065428106034,0.9271338415297989,459.5307759966971
BRC,Image3.png,59,43.69491525423729,41.0,11.976324437268575,0.7127341918904905,0.9290328595981003,211.81496706097758
BRC,Image4.png,462,59.904761904761905,59.0,18.311270245859617,0.6753916536526516,0.9364588838564147,1658.6188946130787
BRC,Image5.png,70,80.7,75.5,34.18326658301857,0.7348436423262757,0.9399132095146361,251.30589312319375
BRC,Image6.png,88,54.92045454545455,52.0,18.222876226743313,0.7139795115945767,0.9324332423782483,315.9274084977293
BRC,Image7.png,198,69.5050505050505,59.0,40.7462891010028,0.7374842408930964,0.8916459491090166,710.8366691198909
BRC,Image8.png,66,67.34848484848484,51.0,40.322372323879065,0.6959769734198386,0.9352563121878636,236.94555637329697
BRC,Image9.png,182,46.395604395604394,45.0,10.72368142551916,0.6616870685364499,0.9455937694524752,653.3953221203037
CRC,Image1.png,322,102.03726708074534,90.0,59.49903576636705,0.7105478999104655,0.9377429742051071,1156.0071083666912
CRC,Image10.png,431,111.53364269141531,78.0,110.38938949756427,0.7335508699575989,0.9090649777937728,1547.3262848013787
CRC,Image2.png,172,59.72674418604651,52.5,24.55560336952721,0.7186896472277979,0.9365135852664871,617.4944802455618
CRC,Image3.png,220,66.87272727272727,62.0,25.83781903648184,0.705131979412899,0.9423992412972231,789.8185212443232
CRC,Image4.png,487,107.56878850102669,76.0,101.4277890792537,0.6955159715347888,0.9319011021941315,1748.3709992999336
CRC,Image5.png,663,52.45399698340875,49.0,18.419297167830635,0.6951883966984487,0.9324474330296174,2380.225816295392
CRC,Image6.png,447,80.37807606263982,69.0,51.25867864850434,0.7270358727219352,0.9248728426740563,1604.7676318009658
CRC,Image7.png,473,59.95560253699789,57.0,22.224496876721833,0.6989658132819898,0.9426159087600334,1698.109820675295
CRC,Image8.png,125,57.0,51.0,21.171301329866335,0.7064888476432692,0.9428659924555578,448.76052343427455
CRC,Image9.png,331,67.0785498489426,64.0,26.1666722428673,0.6876057675981812,0.9389177871340566,1188.317866053959
HCC,Image1.png,396,250.6919191919192,127.0,424.0026277259835,0.7242722471932317,0.8605930019725345,1421.6733382397817
HCC,Image10.png,280,79.96785714285714,76.0,35.15713251726788,0.7645837667418179,0.9271534823872307,1005.223572492775
HCC,Image2.png,192,112.31770833333333,74.5,102.95082816446046,0.7157732799069495,0.9089744915286118,689.2961639950457
HCC,Image3.png,472,88.65466101694915,69.5,69.71589910805434,0.7631629165456677,0.8791350377044519,1694.5197364878206
HCC,Image4.png,208,353.13461538461536,169.0,516.0927271649392,0.7261195668003609,0.8779389636502087,746.7375109946329
HCC,Image5.png,364,225.91483516483515,126.0,329.0107481789623,0.7329325532126373,0.874995015460583,1306.7906442406074
HCC,Image6.png,430,243.21162790697673,112.0,417.77204683966795,0.721398819767008,0.8776427831811645,1543.7362006139044
HCC,Image7.png,116,65.44827586206897,60.0,25.83913926037405,0.6990711728909902,0.9195251250813027,416.4497657470068
HCC,Image8.png,361,354.7008310249307,159.0,534.9709902036,0.7286858073904086,0.8665706765563682,1296.020391678185
HCC,Image9.png,495,232.9979797979798,116.0,346.72298784324795,0.7182975589992968,0.8721513819863465,1777.0916727997273
NSCLC_AD,Image1.png,290,86.7448275862069,80.0,43.121525037062376,0.7320753898131905,0.9379606575013902,1041.124414367517
NSCLC_AD,Image10.png,321,251.0809968847352,104.0,381.5282186175728,0.7290069091151811,0.8866246325436992,1152.4170241792172
NSCLC_AD,Image2.png,299,58.20066889632107,55.0,20.592881182715075,0.6978754279542438,0.9404347931053992,1073.4351720547847
NSCLC_AD,Image3.png,420,89.20238095238095,69.0,65.52541850703085,0.7433699342349206,0.9124562457367371,1507.8353587391625
NSCLC_AD,Image4.png,288,75.93402777777777,63.5,48.54428628581564,0.747917976839504,0.917033358853274,1033.9442459925685
NSCLC_AD,Image5.png,374,60.85294117647059,56.0,23.906844150406677,0.7050534823973226,0.9301434905391195,1342.6914861153496
NSCLC_AD,Image6.png,309,60.8252427184466,59.0,20.783252149865923,0.6633299296814392,0.9495653322961258,1109.3360139295266
NSCLC_AD,Image7.png,286,65.52797202797203,56.5,33.348093969697956,0.7398694597052603,0.9199598013261502,1026.7640776176202
NSCLC_AD,Image8.png,335,47.722388059701494,46.0,13.011038033726646,0.6790155177711302,0.943656648559153,1202.6782028038558
NSCLC_AD,Image9.png,344,384.8081395348837,173.0,575.1884810833378,0.720470746371617,0.890409853511478,1234.9889604911236
NSCLC_SCC,Image1.png,209,53.47846889952153,50.0,18.18908567925059,0.6860024532582562,0.9303063920670013,750.3275951821071
NSCLC_SCC,Image10.png,425,172.21882352941176,79.0,384.0205161474389,0.749562345425613,0.890199296631929,1525.7857796765336
NSCLC_SCC,Image2.png,364,153.0686813186813,97.5,287.0492801574678,0.720080437428688,0.9078039367358318,1306.7906442406074
NSCLC_SCC,Image3.png,481,85.3970893970894,77.0,50.88311901073086,0.691526713821937,0.9403015742518599,1726.8304941750885
NSCLC_SCC,Image4.png,156,58.717948717948715,56.0,18.26296338740452,0.6707699354421134,0.9410010787945581,560.0531332459747
NSCLC_SCC,Image5.png,242,50.96694214876033,49.0,14.159909583393404,0.6771576749418428,0.9415577245570188,868.8003733687556
NSCLC_SCC,Image6.png,54,73.77777777777777,50.5,85.84194491140588,0.6519226154282024,0.9430628580226789,193.8645461236066
NSCLC_SCC,Image7.png,367,90.24795640326975,61.0,159.70913988344162,0.6434077586904726,0.9449487053042939,1317.5608968030301
NSCLC_SCC,Image8.png,493,144.1135902636917,92.0,223.61378995197063,0.7506372011903535,0.8988484499241681,1769.9115044247787
NSCLC_SCC,Image9.png,440,49.79545454545455,48.0,13.082742875904303,0.6285343513095651,0.9484543393371467,1579.6370424886463
